Month,Category,Region,Actual_Volume,Actual_SalePrice,Actual_Revenue,Actual_COGS,Budget_Volume,Budget_SalePrice,Budget_Revenue,Budget_COGS
1/10/2023,Electronics,East,538,156.6002496,84250.93428,65370.0901,566,145.0981143,82125.53269,69320.5981
1/10/2023,Electronics,West,532,168.8732307,89840.55875,73097.13656,493,163.7771806,80742.15005,64947.54648
1/10/2023,Furniture,North,457,310.7199557,141999.0198,103797.5016,418,308.2314727,128840.7556,90659.14338
1/10/2023,Furniture,South,322,244.4769424,78721.57546,64961.84204,348,230.5038049,80215.3241,68283.70525
1/10/2023,Furniture,East,391,251.1497003,98199.53283,78460.19988,393,242.4677676,95289.83265,76771.79651
1/10/2023,Furniture,West,897,284.2682268,254988.5995,187609.5157,962,285.1507647,274315.0356,192151.7615
1/10/2023,Office Supplies,North,383,20.40707918,7815.911325,6424.1115,352,18.62807226,6557.081435,6045.594272
1/10/2023,Office Supplies,South,669,21.1582578,14154.87446,10805.13703,685,20.03720559,13725.48583,11281.55845
1/10/2023,Office Supplies,East,829,20.78450394,17230.35376,13656.49014,755,21.34377105,16114.54714,12500.59865
1/10/2023,Office Supplies,West,370,19.91543696,7368.711675,5778.969459,383,19.3328603,7404.485495,5523.396156
1/11/2023,Electronics,North,495,169.5027125,83903.84269,62005.34116,505,169.4294851,85561.88997,60266.10444
1/11/2023,Electronics,South,782,182.5526331,142756.1591,106381.1889,789,170.2882613,134357.4381,99345.81655
1/11/2023,Electronics,East,487,167.926315,81780.11542,66896.17823,457,175.4472159,80179.37766,63204.28614
1/11/2023,Electronics,West,999,182.1329005,181950.7676,134498.8166,964,168.0474861,161997.7766,119874.1446
1/11/2023,Furniture,North,793,292.4420597,231906.5533,179184.8612,833,282.3036217,235158.9169,177409.7793
1/11/2023,Furniture,South,889,307.2416293,273137.8084,200678.3674,910,290.8254552,264651.1642,190820.9912
1/11/2023,Furniture,East,569,270.115008,153695.4395,119346.6409,610,249.119738,151963.0402,118469.0373
1/11/2023,Furniture,West,442,260.1437981,114983.5588,88795.14118,450,264.6858847,119108.6481,82803.6774
1/11/2023,Office Supplies,North,905,20.03339015,18130.21809,13904.08195,943,18.56041889,17502.47501,13310.08206
1/11/2023,Office Supplies,South,867,20.93635868,18151.82298,14401.58347,871,21.66140516,18867.08389,14278.50522
1/11/2023,Office Supplies,East,465,19.8621749,9235.911329,7028.040804,489,20.0866124,9822.353465,6986.646731
1/11/2023,Office Supplies,West,472,21.04429799,9932.908651,8019.909298,453,20.44182874,9260.148419,7534.699466
1/12/2023,Electronics,North,599,167.9464239,100599.9079,81253.08922,568,152.773871,86775.55875,77037.89729
1/12/2023,Electronics,South,659,185.7896833,122435.4013,90076.0121,616,176.9709225,109014.0883,85299.59444
1/12/2023,Electronics,East,402,165.3142421,66456.32533,49744.76382,415,161.1261928,66867.37001,51998.41323
1/12/2023,Electronics,West,526,154.7353191,81390.77784,65825.60332,553,159.7208965,88325.65578,62926.68726
1/12/2023,Furniture,North,851,304.1736284,258851.7577,195038.4731,778,312.9127523,243446.1213,179974.1846
1/12/2023,Furniture,South,1000,281.6727174,281672.7174,225172.3644,1032,278.2095072,287112.2114,239250.1674
1/12/2023,Furniture,East,725,290.4850232,210601.6419,154638.0149,769,271.1896945,208544.8751,163926.5557
1/12/2023,Furniture,West,949,278.6805336,264467.8264,210112.1691,987,254.3491273,251042.5886,216569.5741
1/12/2023,Office Supplies,North,493,20.47918909,10096.24022,8138.851209,530,19.18031978,10165.56948,8129.645835
1/12/2023,Office Supplies,South,583,20.35775135,11868.56904,9238.63669,574,19.77721937,11352.12392,8873.122789
1/12/2023,Office Supplies,East,632,20.87746873,13194.56024,10037.64492,662,19.75476315,13077.6532,9640.599094
1/12/2023,Office Supplies,West,488,19.89669641,9709.587846,7660.864402,447,20.42761282,9131.142928,6530.133979
1/1/2024,Electronics,North,477,158.5301681,75618.8902,59118.70152,494,147.4869687,72858.56254,60714.92256
1/1/2024,Electronics,South,330,171.5283419,56604.35283,44537.85652,355,165.5596787,58773.68595,47598.02134
1/1/2024,Electronics,East,382,165.4859374,63215.62808,47194.44273,349,173.6600989,60607.37453,41689.56999
1/1/2024,Electronics,West,688,164.619871,113258.4713,86208.31652,691,166.9548594,115365.8078,88543.34955
1/1/2024,Furniture,North,544,265.2101384,144274.3153,115586.974,499,241.8972532,120706.7293,106696.4441
1/1/2024,Furniture,South,399,279.4841497,111514.1757,82416.25579,382,256.7889711,98093.38696,81203.78479
1/1/2024,Furniture,East,296,275.2448857,81472.48615,62001.75132,284,259.715625,73759.23749,56801.70115
1/1/2024,Furniture,West,497,279.2288102,138776.7187,109358.0877,509,255.8356127,130220.3269,114128.6419
1/1/2024,Office Supplies,North,373,22.07227539,8232.958719,6329.836949,361,20.26933063,7317.228358,5634.450143
1/1/2024,Office Supplies,South,565,19.68806915,11123.75907,8298.79566,547,18.2684432,9992.838428,7733.749736
1/1/2024,Office Supplies,East,396,20.40686146,8081.117136,6531.559129,419,19.99336091,8377.218221,6541.79093
1/1/2024,Office Supplies,West,531,18.71728446,9938.878048,8133.221699,490,19.66310376,9634.920841,7049.667768
1/2/2024,Electronics,North,666,159.8057413,106430.6237,85555.56561,712,157.916529,112436.5687,90675.35445
1/2/2024,Electronics,South,662,174.3304393,115406.7508,85319.02743,677,166.4351764,112676.6144,79406.98617
1/2/2024,Electronics,East,626,149.0348382,93295.8087,74761.2397,607,151.451662,91931.15885,66535.10747
1/2/2024,Electronics,West,408,151.563146,61837.76355,48776.02573,373,143.9031628,53675.87971,45810.32079
1/2/2024,Furniture,North,332,263.2895598,87412.13386,65346.45851,338,263.406976,89031.5579,64075.63099
1/2/2024,Furniture,South,260,278.7182672,72466.74947,55920.01991,244,279.2695305,68141.76543,52613.82652
1/2/2024,Furniture,East,433,270.4735271,117115.0373,94527.36273,412,280.3765865,115515.1536,87749.84397
1/2/2024,Furniture,West,462,285.6039952,131949.0458,103948.4602,471,280.2593062,132002.1332,102346.1812
1/2/2024,Office Supplies,North,336,18.28341876,6143.228704,5031.891374,343,17.47013641,5992.256787,4901.699124
1/2/2024,Office Supplies,South,445,20.13882222,8961.77589,7206.934171,437,20.6556632,9026.524819,7188.473434
1/2/2024,Office Supplies,East,433,19.24182386,8331.709733,6501.83846,404,18.13971441,7328.444623,6044.491408
1/2/2024,Office Supplies,West,546,20.35930013,11116.17787,8937.904783,573,21.26775706,12186.42479,9580.008242
1/3/2024,Electronics,North,594,164.5604027,97748.87923,79164.81629,591,150.8767649,89168.16808,74921.25294
1/3/2024,Electronics,South,490,168.8406731,82731.9298,61710.68921,482,176.1276391,84893.52207,61479.9391
1/3/2024,Electronics,East,472,161.0254771,76004.0252,59928.00507,441,152.1345558,67091.33911,51313.25102
1/3/2024,Electronics,West,462,153.1906739,70774.09132,55913.49931,421,141.7460256,59675.07678,48452.60438
1/3/2024,Furniture,North,577,272.1662838,157039.9457,126112.7679,601,275.2430074,165421.0475,120898.4013
1/3/2024,Furniture,South,422,298.4512674,125946.4349,94677.02953,402,279.7843697,112473.3166,87135.59775
1/3/2024,Furniture,East,553,264.9853778,146536.9139,120736.7146,517,252.1492651,130361.17,103135.5334
1/3/2024,Furniture,West,557,276.580471,154055.3224,124158.3479,555,272.5323628,151255.4613,122883.3337
1/3/2024,Office Supplies,North,714,18.70833799,13357.75332,10567.92681,752,17.16063277,12904.79584,10265.86803
1/3/2024,Office Supplies,South,353,19.39903093,6847.857918,5391.65049,356,18.37003229,6539.731497,5158.246683
1/3/2024,Office Supplies,East,654,19.31741686,12633.59063,10563.37292,641,19.78782423,12683.99533,9639.960518
1/3/2024,Office Supplies,West,599,19.19637134,11498.62643,9372.251838,555,18.54828402,10294.29763,7901.412058
1/4/2024,Electronics,North,791,155.6506202,123119.6406,98773.81817,741,147.6160585,109383.4993,93946.74809
1/4/2024,Electronics,South,703,161.2730108,113374.9266,89026.68686,669,164.5678988,110095.9243,83246.64501
1/4/2024,Electronics,East,418,163.8372898,68483.98713,56651.30106,440,155.6780024,68498.32105,55720.29112
1/4/2024,Electronics,West,773,172.5250646,133361.875,100581.2069,797,162.7732178,129730.2546,101483.3166
1/4/2024,Furniture,North,606,299.7478813,181647.2161,136869.7674,634,289.4875481,183535.1055,136489.1235
1/4/2024,Furniture,South,819,239.1756204,195884.8331,161400.0969,759,235.0009173,178365.6962,145119.7026
1/4/2024,Furniture,East,818,277.1307698,226692.9697,183509.1178,780,252.1407247,196669.7652,160620.4975
1/4/2024,Furniture,West,633,255.7136027,161866.7105,129775.0389,576,252.8351213,145633.0298,110548.5485
1/4/2024,Office Supplies,North,780,21.19178352,16529.59114,12529.73006,817,19.79315774,16171.00987,12307.01798
1/4/2024,Office Supplies,South,438,21.50410568,9418.798286,7314.914533,411,19.55088633,8035.41428,6516.822999
1/4/2024,Office Supplies,East,524,20.21296989,10591.59622,8236.493012,495,21.00808436,10399.00176,7794.603664
1/4/2024,Office Supplies,West,358,19.86054989,7110.076861,5846.018738,372,19.57753024,7282.841248,6162.936174
1/5/2024,Electronics,North,671,171.7216625,115225.2356,89501.25815,663,167.8701895,111297.9356,83539.26066
1/5/2024,Electronics,South,640,150.6766663,96433.06642,79528.32523,607,146.5804778,88974.35001,77529.80451
1/5/2024,Electronics,East,719,155.1713195,111568.1787,89925.87184,687,154.7866543,106338.4315,82132.33773
1/5/2024,Electronics,West,314,163.7419479,51414.97165,39461.20102,323,154.4307186,49881.1221,40959.21508
1/5/2024,Furniture,North,649,281.4782859,182679.4075,144685.0237,663,283.0849253,187685.3055,141926.4391
1/5/2024,Furniture,South,449,244.4412843,109754.1366,89370.2708,487,234.1644984,114038.1107,96915.83892
1/5/2024,Furniture,East,727,272.8889946,198390.2991,163761.0924,778,269.5359694,209698.9842,163889.5086
1/5/2024,Furniture,West,712,276.0920801,196577.561,155491.4005,657,266.6626547,175197.3642,137542.4213
1/5/2024,Office Supplies,North,587,18.65295554,10949.2849,8764.862418,623,17.16355344,10692.89379,8507.136636
1/5/2024,Office Supplies,South,716,20.82946562,14913.89738,11804.11363,716,19.54957124,13997.49301,11309.04382
1/5/2024,Office Supplies,East,502,18.72261526,9398.752859,7621.690539,517,19.65832934,10163.35627,7823.957401
1/5/2024,Office Supplies,West,446,18.78807139,8379.47984,6933.362114,447,19.71502213,8812.614892,6322.543997
1/6/2024,Electronics,North,392,156.2305172,61242.36274,48279.53243,400,159.9654353,63986.17411,49937.65175
1/6/2024,Electronics,South,319,157.2787282,50171.91428,41306.42424,321,149.0158276,47834.08066,40388.26669
1/6/2024,Electronics,East,657,164.2338095,107901.6129,81427.83765,614,155.1515651,95263.06095,70635.21821
1/6/2024,Electronics,West,838,156.1827416,130881.1374,105614.8787,810,155.4543844,125918.0514,104297.7591
1/6/2024,Furniture,North,744,281.0111757,209072.3147,164654.294,770,276.1599268,212643.1436,174988.1287
1/6/2024,Furniture,South,512,249.5501544,127769.6791,101647.8322,531,234.986694,124777.9345,103965.0528
1/6/2024,Furniture,East,294,262.7811143,77257.64761,58105.33661,267,266.4480483,71141.62888,51632.43049
1/6/2024,Furniture,West,797,290.2156435,231301.8679,173445.9159,863,291.494764,251559.9813,193029.7327
1/6/2024,Office Supplies,North,607,20.12975589,12218.76182,9974.693704,576,18.81593217,10837.97693,9582.778754
1/6/2024,Office Supplies,South,592,20.16892921,11940.00609,8835.162229,578,18.55182942,10722.9574,7867.776976
1/6/2024,Office Supplies,East,742,20.33507989,15088.62928,12358.51421,749,19.68302532,14742.58596,12561.37425
1/6/2024,Office Supplies,West,750,20.07363606,15055.22705,11345.93343,772,19.89115154,15355.96899,11623.25968
1/7/2024,Electronics,North,882,157.7681917,139151.5451,105640.7401,811,152.5633675,123728.891,89543.89558
1/7/2024,Electronics,South,630,150.6450929,94906.4085,78455.10804,577,138.6656827,80010.09892,70165.56672
1/7/2024,Electronics,East,728,163.024685,118681.9707,88713.52326,786,159.1222851,125070.1161,92279.66146
1/7/2024,Electronics,West,473,155.1626686,73391.94224,58406.25549,478,154.066009,73643.55232,55903.8204
1/7/2024,Furniture,North,578,271.3723759,156853.2333,116191.2691,587,257.2719654,151018.6437,114550.0139
1/7/2024,Furniture,South,477,291.2383771,138920.7059,105162.9275,476,266.2169708,126719.2781,106362.9164
1/7/2024,Furniture,East,573,269.6130982,154488.3053,123210.6623,619,255.067984,157887.0821,136416.9714
1/7/2024,Furniture,West,647,271.120694,175415.089,145733.857,684,273.5569061,187112.9238,148315.9799
1/7/2024,Office Supplies,North,564,21.12729451,11915.79411,9556.944749,597,21.64948612,12924.74321,10384.23579
1/7/2024,Office Supplies,South,847,19.30854465,16354.33732,12920.42301,901,19.52808164,17594.80156,13973.26294
1/7/2024,Office Supplies,East,723,18.24629195,13192.06908,10616.2728,777,18.84548378,14642.94089,11567.62708
1/7/2024,Office Supplies,West,455,21.15367032,9624.919997,7186.419717,489,21.6295176,10576.83411,7221.979421
1/8/2024,Electronics,North,641,154.3495481,98938.06034,81379.59529,597,146.5660272,87499.91824,72875.63662
1/8/2024,Electronics,South,477,164.7584345,78589.77328,61370.23532,471,154.4254231,72734.3743,58236.69221
1/8/2024,Electronics,East,296,174.8036729,51741.88719,39889.54287,321,181.0623343,58121.00932,41313.83488
1/8/2024,Electronics,West,614,163.3861012,100319.0661,75662.50604,599,156.3805314,93671.9383,67719.3345
1/8/2024,Furniture,North,604,271.2918898,163860.3014,122893.0968,609,264.8583338,161298.7253,117342.4709
1/8/2024,Furniture,South,463,237.2731163,109857.4528,90985.03677,493,228.8594989,112827.733,96050.26037
1/8/2024,Furniture,East,764,257.1745692,196481.3708,152029.6509,727,240.8301355,175083.5085,138212.246
1/8/2024,Furniture,West,732,248.4208011,181844.0264,145740.4587,789,255.8044464,201829.7082,159348.2699
1/8/2024,Office Supplies,North,773,19.43301227,15021.71848,11518.95686,806,18.02715279,14529.88515,11446.01708
1/8/2024,Office Supplies,South,782,21.21426931,16589.5586,12256.55205,838,21.60426294,18104.37235,12601.41109
1/8/2024,Office Supplies,East,571,19.1626727,10941.88611,8932.871404,521,17.90628834,9329.176226,7779.380514
1/8/2024,Office Supplies,West,732,21.27204662,15571.13813,12105.85708,737,20.33604481,14987.66503,12297.67871
1/9/2024,Electronics,North,581,169.7177169,98605.9935,74194.905,530,178.1504416,94419.73404,68582.4248
1/9/2024,Electronics,South,683,146.3950028,99987.78693,82925.54923,685,139.0839925,95272.53487,81943.05248
1/9/2024,Electronics,East,418,174.1369583,72789.24858,54462.09725,430,171.8101891,73878.3813,55881.70103
1/9/2024,Electronics,West,537,149.5908305,80330.27597,64791.05137,496,139.4022125,69143.4974,55728.28159
1/9/2024,Furniture,North,427,269.7172835,115169.2801,93561.23397,408,273.6119033,111633.6566,88707.96817
1/9/2024,Furniture,South,827,283.3361321,234318.9812,185070.2704,810,282.014133,228431.4477,181360.5841
1/9/2024,Furniture,East,293,256.2368231,75077.38917,59779.31607,306,259.0667042,79274.41149,63335.29845
1/9/2024,Furniture,West,483,249.864432,120684.5206,96790.21533,446,239.0340597,106609.1906,86409.63732
1/9/2024,Office Supplies,North,591,21.41984024,12659.12558,9636.156511,572,20.16318849,11533.34382,9518.367621
1/9/2024,Office Supplies,South,373,21.09845904,7869.725221,5989.320396,364,20.28358836,7383.226164,5510.51349
1/9/2024,Office Supplies,East,452,21.5383691,9735.342834,7265.951586,435,21.10402254,9180.249804,6511.523929
1/9/2024,Office Supplies,West,644,21.36446926,13758.7182,10673.60738,632,22.46898872,14200.40087,9694.18214
1/10/2024,Electronics,North,334,181.5346263,60632.56518,45299.53389,331,186.8564151,61849.47339,45497.85131
1/10/2024,Electronics,South,383,158.7261657,60792.12147,45916.30752,397,164.0766222,65138.41902,48867.51483
1/10/2024,Electronics,East,490,162.4522256,79601.59052,64295.23849,470,153.809263,72290.35362,60609.03184
1/10/2024,Electronics,West,520,156.798318,81535.12535,65021.13077,497,147.7436568,73428.59745,60617.27211
1/10/2024,Furniture,North,686,295.2116938,202515.222,153452.6161,738,281.9728865,208095.9902,170047.0199
1/10/2024,Furniture,South,850,274.3916235,233232.88,173350.4243,852,258.1315967,219928.1204,174253.8519
1/10/2024,Furniture,East,435,271.6227061,118155.8771,88809.5466,417,272.2545002,113530.1266,87173.3395
1/10/2024,Furniture,West,587,264.1443127,155052.7115,117590.2788,615,273.7577722,168361.0299,113316.56
1/10/2024,Office Supplies,North,374,19.39846737,7255.026797,5784.581147,353,17.91280613,6323.220564,5137.710719
1/10/2024,Office Supplies,South,555,21.55387225,11962.3991,9138.883913,576,20.25856687,11668.93452,9748.559096
1/10/2024,Office Supplies,East,738,21.18755323,15636.41428,11786.40134,672,21.5361614,14472.30046,10566.7831
1/10/2024,Office Supplies,West,447,19.66963035,8792.324767,7293.495783,421,17.93147102,7549.1493,7007.444264
1/11/2024,Electronics,North,1073,155.5734668,166930.3299,130976.9775,1053,149.3829081,157300.2022,120650.9816
1/11/2024,Electronics,South,546,179.58054,98050.97481,72912.28587,518,163.8434503,84870.90725,63435.54218
1/11/2024,Electronics,East,746,145.5731643,108597.5806,88134.63375,777,138.1710837,107358.9321,85334.20798
1/11/2024,Electronics,West,728,152.7285077,111186.3536,85574.31142,766,151.1273273,115763.5327,87010.99677
1/11/2024,Furniture,North,1013,277.2856921,280890.4061,228495.2757,1011,276.8353375,279880.5262,234655.4254
1/11/2024,Furniture,South,611,273.9265803,167369.1406,124673.009,595,282.3405694,167992.6388,123981.2141
1/11/2024,Furniture,East,887,289.8186673,257069.1579,195205.7215,824,274.1087927,225865.6452,177704.6395
1/11/2024,Furniture,West,813,285.0477652,231743.8331,175637.3061,741,278.9644242,206712.6383,156378.4178
1/11/2024,Office Supplies,North,535,18.14427865,9707.189079,7920.30735,492,16.54618361,8140.722337,6990.01278
1/11/2024,Office Supplies,South,771,19.75695995,15232.61612,11773.98571,745,19.38312081,14440.425,11661.06935
1/11/2024,Office Supplies,East,797,21.12879976,16839.65341,13354.12554,807,19.74010087,15930.2614,12454.14832
1/11/2024,Office Supplies,West,494,19.84145024,9801.676418,7537.457005,457,19.57381792,8945.234788,7164.526221
1/12/2024,Electronics,North,862,174.1259158,150096.5394,116384.7531,813,165.9803827,134942.0511,108435.0207
1/12/2024,Electronics,South,1048,179.6193815,188241.1118,141835.288,985,164.3876077,161921.7936,126934.8344
1/12/2024,Electronics,East,434,159.3814539,69171.55098,53751.61347,413,167.4603135,69161.10946,52612.00162
1/12/2024,Electronics,West,762,170.5926153,129991.5728,102831.4031,796,163.5442468,130181.2205,109360.5857
1/12/2024,Furniture,North,500,284.5040481,142252.0241,107385.0181,492,261.1159848,128469.0645,98053.23317
1/12/2024,Furniture,South,970,285.5851623,277017.6075,215722.8584,949,289.6722713,274898.9854,206924.9251
1/12/2024,Furniture,East,509,304.9573612,155223.2968,115253.6317,539,293.1385746,158001.6917,117725.4028
1/12/2024,Furniture,West,988,277.629092,274297.5429,207893.7971,1022,259.0730386,264772.6454,212083.4921
1/12/2024,Office Supplies,North,746,19.74937342,14733.03257,11945.92458,721,20.13240792,14515.46611,10821.88899
1/12/2024,Office Supplies,South,642,19.28932074,12383.74392,9708.647313,596,18.88678216,11256.52217,8420.474797
1/12/2024,Office Supplies,East,675,18.93924755,12783.9921,10084.39004,651,18.17210575,11830.04084,9430.075115
1/12/2024,Office Supplies,West,415,21.65806023,8988.094995,6702.382562,406,21.71727268,8817.212709,6408.180496
